"","nodes","id","username","name","description","created_at","verified","follower_count","indegree","outdegree","degree"
"254",254,"1143072372980772864","CurlyPinko","CurlyPinko↙️↙️↙️says Жыве Беларусь!🇺🇦","breadmaker/CIA comprador, sörösbérenc🍺🌐color revolutions are good. lipsi/libernyák. neocon #FreeHongKong . tankies GTFO he/him","2019-06-24T08:24:25.000Z",FALSE,569,0,1,1
"255",255,"7155782","zenpundit","mark safranski","Trying to discern the connections....","2007-06-29T16:47:44.000Z",FALSE,5029,0,1,1
"256",256,"1558304672867356673","GilHatesBarca","#PrayForLamine","Call it peace or call it treason
Call it love or call it reason
But I ain't marching anymore
✡️🍉","2022-08-13T04:09:33.000Z",FALSE,972,0,1,1
"257",257,"275979903","wku","Western Kentucky University","Welcome to Western Kentucky University, where the Spirit Makes the Master!","2011-04-02T11:57:08.000Z",FALSE,25814,0,1,1
"258",258,"3294088227","CHHS_WKU","chhs_wku","College of Health & Human Services at WKU: We prepare health and human services professionals who will work to improve the quality of life in the communities!","2015-05-22T15:27:12.000Z",FALSE,1005,1,0,1
"259",259,"1640202460441747456","AbrahamDia27699","AbrahamDiaz","Vice president at jathika minis pavura","2023-03-27T04:02:12.000Z",FALSE,40,0,1,1
"260",260,"3299903945","left_voice","Left Voice","Left Voice is a socialist publication that fights for internationalist, revolutionary politics. | contact@leftvoice.org | https://t.co/nnp6bTZmFu","2015-05-27T00:30:04.000Z",FALSE,15936,2,0,2
"261",261,"475497635","AEWhitacre","A.E. Whitacre","Medieval lit phd from Indiana University. Working on werewolves and watching Star Trek. They/them","2012-01-27T03:51:44.000Z",FALSE,492,0,1,1
"262",262,"1151142582585417730","PahayagangKAPP","Pahayagang KAPP","Opisyal na Pahayagan ng mga Mag-aaral ng Kolehiyo ng Agham Panlipunan at Pilosopiya, UP Diliman | Join us: https://t.co/LrDnSOBvmb…","2019-07-16T14:52:33.000Z",FALSE,5422,0,3,3
"263",263,"706483503479681025","upboutcrop","UP Baguio Outcrop","Mapagpalayang kaisipan sa malayang pahayagan | The Official Student Publication of the University of the Philippines Baguio","2016-03-06T14:16:07.000Z",FALSE,2922,1,0,1
"264",264,"91998614","phkule","Philippine Collegian","Ang Opisyal na Pahayagan ng mga Mag-aaral ng Unibersidad ng Pilipinas Diliman","2009-11-23T11:52:28.000Z",FALSE,38416,1,0,1
"265",265,"156963753","mkule","The Manila Collegian","Ang opisyal na pahayagan ng mga mag-aaral ng Unibersidad ng Pilipinas Manila mula 1987. Ang katotohana’y dakila’t siyang mananaig.","2010-06-18T12:40:10.000Z",FALSE,5460,1,0,1
"266",266,"1736400264746123264","1993monore","nycgal","n/a","2023-12-17T14:57:55.000Z",FALSE,203,0,1,1
"267",267,"2388791219","aissatatdiallo","Aïssata Diallo","I model & create content ||| The Mother Nature girl. Guinea born - NYC bred. Fulani woman ✨","2014-03-06T17:09:51.000Z",FALSE,30915,1,0,1
"268",268,"1548866059863736321","gerscholem","Thermosaurus","PhD student studying really old doodles and poetry ( תהילים και επος ) @ucdavis / rap archaeologist and DJ / MA from @IUBloomington / Bloomington native","2022-07-18T03:03:55.000Z",FALSE,55,0,1,1
"269",269,"2413640736","SandRaider25","Dr. Rich B ⚾️⛏🦖","Free agent Paleontologist 🦖. Science Educator. Baseball fanatic 🧢. Tweet too much about #Cubs 🐻 #GoDucks 🦆 #IUB PhD. Tweets & opinions: my own. he/him","2014-03-27T04:47:06.000Z",FALSE,392,0,1,1
"270",270,"18458348","IUBloomington","IU Bloomington","The official Twitter feed from @IndianaUniv Bloomington, forever home to the Hoosiers.","2008-12-29T20:18:36.000Z",FALSE,222095,1,0,1
"271",271,"1384708213053050880","idolmock","Idolmock","","2021-04-21T03:19:23.000Z",FALSE,2,0,1,1
"272",272,"968384981407019009","michaelsoftinc","Michael McCarthy","Ph.D. student in political philosophy. Studies critical theory, Lacanian psychoanalysis, and Marxism. Union organizer @IndianaGrads","2018-02-27T07:19:06.000Z",FALSE,1234,0,1,1
"273",273,"1182962465564291072","EndTheRight","Hapsburg Restorationist🌐🇺🇦🇹🇼🇰🇷🇬🇾🇪🇺🇺🇸✡","Lenin was the first petty bourgeois theoretician of fascism—Grigorii Maximov

Pacifism is objectively pro fascist—Orwell

CRUSH THE RED-BROWN LEFT TO CRUSH AXIS","2019-10-12T10:13:35.000Z",FALSE,1577,0,1,1
"274",274,"28492660","JachnunEmpire","~Jachnun Supremacist~ נפתלי בן מתתיהו","Business & Property owner | Enjoying life | Father was 🇾🇪 Mother is 🇵🇱, both ✡️ |","2009-04-03T03:31:56.000Z",FALSE,9909,0,1,1
"275",275,"27195741","davidlev13","Pratchettgaiman","I'm a 36 year old Oregonian Jewish nerd.","2009-03-28T07:26:44.000Z",FALSE,259,0,1,1
"276",276,"1442931723801710592","EHunt48483","Evan Hunt","","2021-09-28T19:18:47.000Z",FALSE,483,0,1,1
"277",277,"1712513742557065216","hamas_is_isis1","King David - דוד מלך ישראל - #HamasisISIS","#StandWithIsrael #HamasisISIS #HamasISIS","2023-10-12T17:01:47.000Z",FALSE,103,0,1,1
"278",278,"1957168724","IndianaJournos","Indiana Journos","News & journalists in/around the State of #Indiana. Press freedom, student journalism. Opinions my own. @bsu_sjsc grad","2013-10-12T17:49:04.000Z",FALSE,2002,0,1,1
"279",279,"409387426","Joe_Hren","Joe Hren","Anchor/Reporter at WTIU television and WFIU radio serving south and west central Indiana. Host Indiana Newsdesk, Ask The Mayor @WTIUnews","2011-11-10T17:26:25.000Z",FALSE,995,2,0,2
"280",280,"1300051637915054082","EristocracyTV","Eristocracy 🎗","Israeli-Canadian・History Streamer Nerd・Business inquiries: eristocracytv@gmail.com","2020-08-30T12:44:10.000Z",FALSE,21884,0,1,1
"281",281,"1440997706281914368","CuteBrute718","cute brute 🇮🇪🇦🇱🏳️‍🌈","Russia, Ukraine, the Baltic, and the Arctic. Gay stuff.","2021-09-23T11:13:42.000Z",FALSE,459,0,1,1
"282",282,"1695878863434260480","CitedNeed","Botted ShitLib Account","Poppin' off on populists, ass*ssinatin' Assadists and puttin' Putin puffers in the waste-pile - just another day shillin' for Big Empire™️

Jin, Jiyan, Azadî","2023-08-27T19:20:20.000Z",FALSE,1622,0,1,1
"283",283,"1619163109368676358",NA,NA,NA,NA,NA,NA,0,1,1
"284",284,"30512884","IndyWes","Wes Woodward","I can't complain, but sometimes I still do... @IUmediaschool Grad Student @IUSTV @93wibc Widower...Dad...Emmy-Winning Sports Journalist 🏀🏈⚾ 🥅 🏐🚴‍♀🏁📺","2009-04-11T20:03:34.000Z",FALSE,1426,0,1,1
"285",285,"909525336152403968","DanArndtWrites","Arndt You Writing?","Board Game and TTRPG Journalist, Managing & Tabletop Editor at @TheFandomentals.  Comics, Writing, and Goth Stuff. dan@thefandomentals.com 
He/Him","2017-09-17T21:11:53.000Z",FALSE,1182,0,1,1
"286",286,"2850578054","rachelleighcash","Rachel Cash","PhD student, gardener, cat fancier.","2014-10-10T15:33:14.000Z",FALSE,88,0,1,1
"287",287,"1194744022582980609","AustinCKing","Austin King","UMBC ‘21 | PhD Candidate in @dres_science | “When you are at your lowest point you are open to the greatest change”","2019-11-13T22:29:20.000Z",FALSE,62,0,1,1
"288",288,"837491901515325440","GETUPgrads","GETUP-UAW","Penn works because we do. Official Twitter account for the student worker union at the University of Pennsylvania. Affiliated with @UAW.","2017-03-03T02:36:43.000Z",FALSE,2016,8,0,8
"289",289,"21782431","WFIUWTIUNews","WFIU/WTIU News","Local, state and national news from the WFIU/WTIU Newsroom. South-central Indiana’s @NPR @PBS affiliate. 
Top news in your inbox ➡️ https://t.co/qKSOPVHE4J","2009-02-24T18:54:51.000Z",FALSE,5289,0,1,1
"290",290,"3432061918","aubreymwright","aubrey wright","higher ed reporter via @Report4America for @WFIUWTIUNews | she/her | Ohio State Journalism and @TheLantern alum :)","2015-08-19T20:45:23.000Z",FALSE,435,1,0,1
"291",291,"3379125652","jojuloju","BLACK BETTY⚫️","Jeremiah 29 vs. 11💕 feminist🤪 RJ💙 @chelsea","2015-07-16T17:36:29.000Z",FALSE,1311,0,1,1
"292",292,"236120475","AfroVII","T. Rânkïn'","400+1. Valar Dohaeris. Culture Enthusiast. 💜🤍💚","2011-01-09T21:16:37.000Z",FALSE,26584,6,0,6
"293",293,"318049510","jellyforreal","ᔕᏂᎧᏝᏗ","Being a good person is like being a goal keeper: no matter how many goals you save, some people will remember only the one that you missed. #teammufc","2011-06-15T21:52:32.000Z",FALSE,2568,0,1,1
"294",294,"2195383272","infoplacecanada","InfoPlace Canada","We representing Immigrants from around the world looking to study, visit,  work or immigrate to 🇨🇦 
📧 ask@infoplacecanada.ca
📞 +13065856565","2013-11-15T04:57:09.000Z",FALSE,6337,1,0,1
"295",295,"1466416742272544919","austaffunion","AU Staff Union","We’re at the bargaining table to win a fair second contract and better working + learning conditions for all #ASolidarityU #AStrongerUnion #BigPurp","2021-12-02T14:39:51.000Z",FALSE,1794,0,1,1
"296",296,"17977273","ueunion","UE","The Union for Everyone | Members Run This Union","2008-12-08T23:32:22.000Z",FALSE,8008,8,0,8
"297",297,"1369120896208801796","UMD_AAUP","University of Maryland Chapter of @AAUP","@UofMaryland Chapter of Association of American University Professors (@AAUP). A Better UMD is possible. RT & Follow ≠ Approve. Join us: https://t.co/HdpPxPQJmR","2021-03-09T03:00:49.000Z",FALSE,630,0,1,1
"298",298,"779006148695433216","djbengay","clancy 🇵🇸","@GETUPgrads","2016-09-22T17:15:13.000Z",FALSE,287,0,1,1
"299",299,"2752288702","paulidarity","marxxinista","paulidarity forever | real f*gs carry union cards

attorney/organizer/writer","2014-08-27T03:59:03.000Z",FALSE,229,0,1,1
"300",300,"1220857596313251841","LovinsTori","Victoria Lovins","Microbiology PhD candidate at @PennBGS | Researching Skin Microbiome + Leishmaniasis in the Grice Lab | NIAMS F31 fellow I SciDip on the side 😊 l 🇸🇪🇺🇸","2020-01-24T23:55:16.000Z",FALSE,189,0,1,1
"301",301,"1146027791508496384","keela_miss","Kyla","Penn pharmacology PhD candidate • @GETUPgrads • holder of the only correct Gilmore Girls opinions • strictly unprofessional account • they/she • 🟦⛅ keelamiss","2019-07-02T12:08:12.000Z",FALSE,607,0,1,1
"302",302,"58066144","erikstrobl","Erik Strobl 🦝","Organizing Director @seiu668. A terror since the public school era","2009-07-18T23:52:38.000Z",FALSE,4380,0,1,1
"303",303,"967826236960583680","FerpaTruther","ferpa truther","@GETUPgrads","2018-02-25T18:18:51.000Z",FALSE,466,0,1,1
"304",304,"1400672989545254914","UnionWhitney","Whitney Holland","President of AFT New Mexico. Cat mom. Defender of Oxford commas. Pop culture enthusiast. She/her","2021-06-04T04:37:30.000Z",FALSE,359,0,1,1
"305",305,"1069753939632025602","syndicalistnyc","Syndicalistnyc","","2018-12-04T00:43:09.000Z",FALSE,146,0,1,1
"306",306,"1658498606616264707","0161DrRoman","!DAN","Magic","2023-05-16T15:44:39.000Z",FALSE,244,0,1,1
"307",307,"467181569","Richie_Ruff","Sensational Abobi Dressed In Black","Tryin' not to be the food in the mouth of the beast for whom the bell tolls. Saliba Ultra","2012-01-18T06:08:28.000Z",FALSE,573,0,1,1
"308",308,"2821239587","LeighMuncy","Robyn Muncy","Prof of History, U of Maryland, College Park. Author of RELENTLESS REFORMER: JOSEPHINE ROCHE AND PROGRESSIVISM IN TWENTIETH-CENTURY AMERICA  Opinions are my own","2014-10-10T13:29:37.000Z",FALSE,845,0,1,1
"309",309,"1106240652352937984","to__nye","Tonye","Until lambs become lions.. || leben, lachen, lieben ||
Ecclesiastes 12:8","2019-03-14T17:08:19.000Z",FALSE,764,0,1,1
"310",310,"1603107306388213760","uawregion6","UAW Region 6","We are over 100,000 active & retired UAW Members in the Western States organizing for a just & sustainable future for all.","2022-12-14T19:19:26.000Z",FALSE,744,5,0,5
"311",311,"1611188615299862529","cgpu_uaw","Caltech Grad Students & Postdocs United","C/GPU is an organization by, of, and for Caltech graduate students & postdocs working to unionize with UAW to improve our research and teaching conditions.","2023-01-06T02:32:24.000Z",FALSE,665,5,0,5
"312",312,"840170582","esulcerr","Anthropo-curious.","Happiness is a housefly and I spend my days trying to catch it","2012-09-22T17:51:27.000Z",FALSE,1924,0,1,1
"313",313,"1507575226363572225","j_rplacitas","John Roche","Poet in NM, retired English prof, editor, Poetry Playhouse Publications, author, Joe Rides Again. VoteBlue! 🇺🇦 No DMs. Spoutible: JRPlacitasPoet","2022-03-26T04:30:09.000Z",FALSE,4513,0,1,1
"314",314,"811393914963795968","DSASantaFe","Santa Fe DSA","The Santa Fe area chapter of @DemSocialists. Monthly meetings on the last Sunday of every month at 2 PM at the Earth Care offices / old YMCA on Valentine Way.","2016-12-21T02:12:39.000Z",FALSE,3591,0,1,1
"315",315,"1121803686752075777","NMSUfight","NMSU Grad Workers United","Graduate Students at NMSU fighting to improve working conditions! TAs, RAs, GAs UNITE! Sign a union card on our website!","2019-04-26T15:50:15.000Z",FALSE,484,0,1,1
"316",316,"1240782883456815104","unmgradworkers","UNM Grad Workers","UGW-UE 1466 • United Graduate Workers of UNM Working together to improve our working conditions. The university works because we do!","2020-03-19T23:31:48.000Z",FALSE,1821,0,1,1
"317",317,"340425790","SEIULocal500","SEIU Local 500","We are working people in MD, VA, and DC.","2011-07-22T17:42:18.000Z",FALSE,2713,0,1,1
"318",318,"23489774","having__trouble","michael","Academic Labor Organizer @UAW //Steering @DSA_Labor // @dsa_losangeles // @breadrosesDSA","2009-03-09T19:53:31.000Z",FALSE,2648,0,2,2
"319",319,"22933993","marileezafari","Marilee Zafaripour","English Shepherds. Bike commuter. Algorithmic bias researcher. Held together by bubblegum and twine. Exhausted. She/Her. Hella queer. Sorry I'm so weird.","2009-03-05T15:48:08.000Z",FALSE,1397,0,1,1
"320",320,"1295171601474793473","CommieThembo","commie thembo 🇵🇸🔻","i read books & write songs. join ur local tenants union below. they/them 🧚🏽‍♂️","2020-08-17T01:32:38.000Z",FALSE,19335,1,0,1
"321",321,"878813132","mary94752528","Mary P ☮","I just got back on twitter..FB SUCKS!...sometimes I get SO excited & ANGRY..I USE CAPS!! :) ..it's time to STAND UP & FIGHT BACK!..SURVIVING Brain Injury & PTSD","2012-10-13T22:21:31.000Z",FALSE,862,0,2,2
"322",322,"1280153686019395585","THEVDOVault","S. Olson B.S. J.D.","Smart kid now seeking wisdom. Only Child. Military Brat. 3rd Culture Kid. TCK. On my own path. Everyone's a fan of someone @vincentdonofrio's career=my hobby","2020-07-06T14:56:45.000Z",FALSE,305,0,4,4
"323",323,"143790745","nwakibabe","Nwakaego Abisola, MScPH","Emerging Global Health Leader | Customer Success Manager | Ibiyinka💕","2010-05-14T11:57:07.000Z",FALSE,1992,0,1,1
"324",324,"1420378276502069249","WorkStoppagePod","Work Stoppage","A weekly labor news podcast covering workers' struggles around the world from a revolutionary left perspective.  https://t.co/Dd3dC0coop","2021-07-28T13:39:14.000Z",FALSE,1894,0,1,1
"325",325,"844647604441042946","ter3sa_01","Teresa Osorio","NSF Graduate Research Fellow at @hopkinsmedicine| @rutgers_camden alum | MARC Fellow | @rfscamden alum | First-Gen 🇲🇽🧠🧬","2017-03-22T20:30:56.000Z",FALSE,207,0,1,1
"326",326,"865579478361059332","TRUhopkins","Teachers & Researchers United (TRU-UE)","Grad worker union at Johns Hopkins University | RT/follows≠endorsements. #JHUGradsRising #TRUisYOU. For bargaining updates: https://t.co/iSSyJB9jil…","2017-05-19T14:46:44.000Z",FALSE,2487,8,4,12
"327",327,"17749086","DrZackaryBerger","Zackary Berger","Doctor, researcher, poet, translator. #AbolishICE  #BlackLivesMatter prons: he él ער הוא 他","2008-11-30T04:52:37.000Z",FALSE,12751,0,1,1
"328",328,"348241629","SarahCalise","Sarah","librarian, public historian, and writer. 🏳️‍🌈 ♿ | Y'ALL COME OUT NOW Y'HEAR: NASHVILLE'S  LGBTQ HISTORY coming soon via @VanderbiltUP.","2011-08-04T03:11:59.000Z",FALSE,1921,0,1,1
"329",329,"20008214","NashvilleScene","Nashville Scene","Nashville’s alternative-weekly newspaper, covering state and local politics, music, food, the arts and more. Free. Thinking.","2009-02-03T22:04:48.000Z",FALSE,246150,4,0,4
"330",330,"19604455","AFTCT","AFT Connecticut","We're a state federation of @AFTUnion with over 30,000 #union members serving in PreK-12 #PublicEd, #HigherEd, healthcare & municipal and state government.","2009-01-27T17:50:13.000Z",FALSE,5632,0,1,1
"331",331,"374838043","UConnAAUP","UConn AAUP","We promote excellence in teaching, research, and service by safe-guarding academic freedom, and enhancing faculty rights through collective bargaining.","2011-09-17T01:43:17.000Z",FALSE,973,1,0,1
"332",332,"1650568483107659789","Alejandra_QueS","Alejandra","Colorado State University Alum| St Jude Childrens Research Hospital Research Contractor | Passionate about global health disparities & equitable healthcare |","2023-04-24T18:32:59.000Z",FALSE,7,0,1,1
"333",333,"1169702169190100992","hdfscsu","HDFS Colorado State University","Department of Human Development & Family Studies 🤝 Examining human development across the lifespan of #families #schools #communities and #culture.","2019-09-05T20:02:03.000Z",FALSE,260,1,0,1
"334",334,"21021081","domali3","Dominic Ali","Writer & non-profit communications • Media nerd • Making the world a better place, one press release at a time. 🇯🇲 🇹🇹","2009-02-16T20:08:34.000Z",FALSE,1502,0,1,1
"335",335,"279224929","MilosRPopovic","Dr. Milos R Popovic 🇨🇦","Director @KITE_UHN & @bme_uoft. Founder @REL_Toronto, @FIBREplatform. Co-Founder @CRANIA_Toronto, @CSCI_RA & @MyndTecInc.
 
https://t.co/2ODTTs3Q1t & https://t.co/s4RdDzR4nA","2011-04-08T21:02:08.000Z",FALSE,3646,1,0,1
"336",336,"4874356481","HigherEd_CB","National Center","The National Center is a labor-management research center at Hunter College, dedicated to studying collective bargaining, unionization, and labor relations.","2016-02-03T17:07:09.000Z",FALSE,1590,4,0,4
"337",337,"577387934","ruaaup","Rutgers AAUP-AFT Academic Worker Union","Union of graduate workers, faculty, postdocs and EOF counsellors at Rutgers University since 1970 | https://t.co/cvff1ZMIYp","2012-05-11T19:15:58.000Z",FALSE,7758,0,1,1
"338",338,"2882235142","ktmacleish","Ken MacLeish","anthropologist, teacher, writer at @MHSVanderbilt ||| author of Making War at Fort Hood (@PrincetonUPress) ||| how we make live and how we let die","2014-11-18T05:00:19.000Z",FALSE,1119,0,1,1
"339",339,"733220837185196032","AftynBehn","Rep. Aftyn Behn","State Representative TN House District 51. Caring loudly for freedom, choice, and democracy. Building a Tennessee4All. #EndTheGroceryTax🛒 she/her","2016-05-19T09:00:44.000Z",FALSE,8342,0,1,1
"340",340,"870004039848775680","GitongaAntony8","@Dr. Tosh","Dr Gitonga Tosh.. The Mang'u High School and KeMU University alumnus.. A young medical doctor... An aspiring surgeon
Self motivated and zealous...","2017-05-31T19:48:21.000Z",FALSE,68,0,1,1
"341",341,"1149997956717842433","Thee_Anyango","Maryann Anyango","A member of @AFJ ||
Bylines @Jfjustice ||@theyouthingmag ||@TalkAfrica1 ||@StandardKenya||Socialmedia manager||
Feature writer|| GenZ Journalist🖊🗞🤗","2019-07-13T11:04:13.000Z",FALSE,2079,36,5,41
"342",342,"396384066","Annafen","Anna Word (they/them)","Scientist, 🇨🇳 adoptee, @TRUhopkins organizer, @HopkinsImmuno PhD candidate. Opinions are my own.","2011-10-23T05:53:45.000Z",FALSE,165,0,2,2
"343",343,"2981885181","Zeke_Cohen","Zeke Cohen","Candidate for Baltimore CCP, District 1 Councilmember. Chair: Trauma-Informed Care Task Force. Proud dad! Friends of Zeke Cohen. Ginny Lawhorn, Treasurer.","2015-01-16T23:57:55.000Z",FALSE,11264,3,0,3
"344",344,"1241890172209332224","JorgeDeFendini","Jorge DeFendini🇵🇷🌹🇵🇸","Just a Kid From Queens🇵🇷🇩🇴🇨🇺|
2022-23 Ward IV Alderperson| Ithaca Common Council|
Building a Better Ithaca 🕳️🌹|
Cornell '22|
Ithaca DSA🌹|","2020-03-23T00:51:19.000Z",FALSE,778,0,2,2
"345",345,"127632259","jawuanna","Jawuanna McAllister","PhD Candidate @CornellMBG | Studying cancer cell migration in the @LammerdingLab | #BlackinCancer views my own","2010-03-29T20:16:19.000Z",FALSE,380,27,1,28
"346",346,"17369110","Cornell","Cornell University","Learning. Discovery. Engagement. Join the #Cornell conversation.","2008-11-13T17:12:07.000Z",FALSE,400489,28,0,28
"347",347,"1390388446473170944","andrea_yijun","Andrea Yang","PhD student @UCDavisEnglish | @EnglishCornell @CornellCIS alum | early modern, race and gender, dh, sts| she/her","2021-05-06T19:30:18.000Z",FALSE,89,0,2,2
"348",348,"1053016993111007237","LiangRhea","Rhea Liang","General + breast surgeon, MedEd, DiversityAndInclusion, #KnittingLady (IT'S CROCHET). @BondUniversity Clinical Sub Dean. Tweets own opinion.","2018-10-18T20:16:30.000Z",FALSE,19160,0,2,2
"349",349,"280482021","drbobbydazzler","Darragh O'Brien","Family first and foremost. Anaesthetist. Optimistic for the future. #Bitcoin","2011-04-11T12:15:29.000Z",FALSE,380,1,0,1
"350",350,"1470773293724667908","DrMaxxC","Maxx King Yau Chin","Paeds ST2 Doctor | @WMPaeds Welfare Rep | Interests: Paeds ID+AMR | Founded @PaedsRevision | Gig-going, tea-drinking, plant dad |🇬🇧🇲🇾🇭🇰| Views are my own","2021-12-14T15:11:11.000Z",FALSE,932,1,0,1
"351",351,"1191958610877861891","J30607610","JT Grimshaw","Sooner or later, all our games turn into Calvinball.

Former blue check","2019-11-06T06:03:00.000Z",FALSE,327,0,1,1
"352",352,"1125173356108681216","UnionElections","Daily Union Elections","Workers organize every day, I spread the news.

All election related DMs confidential.

He/Him.

Email me: dailyunionelections@gmail.com","2019-05-05T23:00:07.000Z",FALSE,36478,0,1,1
"353",353,"1194632153046355968","ewniz","Ewa Niżałowska","political theory phd student","2019-11-13T15:04:40.000Z",FALSE,364,0,2,2
"354",354,"1074522740223340545","ehlozier","EHL","she/her 💖💜💙","2018-12-17T04:32:39.000Z",FALSE,196,0,2,2
"355",355,"1607547514869223427","Nashuriobsessed","🇵🇸🇨🇩🇸🇩🔻No sex, you have ship??","🌵🍐*Temporary Fandom leave of absence* 😤Tired Reconnecting Black Native","2022-12-27T01:23:45.000Z",FALSE,553,0,2,2
"356",356,"820183389143789569","is_this_Frank","Арони","","2017-01-14T08:18:53.000Z",FALSE,1105,0,1,1
"357",357,"1036421642216505344","CfuUaw","CFU UAW","The union for full-time continuing contract faculty at NYU, cfu.uaw@gmail.com","2018-09-03T01:12:30.000Z",FALSE,1048,1,1,2
"358",358,"137220013","jmsnftzptrck","jamie","doing my thing in the background","2010-04-26T04:31:19.000Z",FALSE,5521,2,1,3
"359",359,"716313926250704896","GeneroAjeno","{dissipative structure}","Girl of fag experience. Luftmensch. Latina. Abiyan. Dance. Somatechnics. Guattari & co. Family abolition. Macumba e descolonização. Priv: @elotroajeno","2016-04-02T17:18:43.000Z",FALSE,1010,0,2,2
"360",360,"373735670","roszarosza","מנא מנא תקל ופרסין rosza magpie","just trying to figure out where the dancefloor and/or riot is.
   ...word of mouth by any means necessary...
   מיין הארץ איז מיין קנעכט און באפעלער","2011-09-15T03:29:12.000Z",FALSE,693,0,2,2
"361",361,"1569467485266808832","substratum_","wheelhead","mud and glass and paper","2022-09-12T23:27:08.000Z",FALSE,120,0,2,2
"362",362,"1750961626906296323","ariddoc","Hillow Alibashir","","2024-01-26T19:19:39.000Z",FALSE,7,0,1,1
"363",363,"865506177051795458","Larliey","Kollil.","♠️♠️♠️♠️♠️","2017-05-19T09:55:27.000Z",FALSE,973,0,1,1
"364",364,"1285005976136024064","toadkind","Kavindya 👊🏽","22 | honor lvl 5

the type of person who would float through the air if they smelled a delicious pie","2020-07-20T00:18:00.000Z",FALSE,86,0,2,2
"365",365,"755871049","UMKCCentral","UMKC Central","Located in room 115 of the Administrative Center, UMKC Central provides students with one focal point for answering questions and getting assistance.","2012-08-13T21:29:56.000Z",FALSE,593,0,1,1
"366",366,"18680323","UMKC","UMKC","Roos do college differently. As Kansas City's university, we provide a unique, affordable college experience that prepares our students for the real world.","2009-01-06T15:49:03.000Z",FALSE,14101,3,0,3
"367",367,"1210280802","xoxogossipgita","tina snow aegyo","gita jackson (they/them) journalist and critic ~ cofounder of @Aftermath_site ~ tips: gita at aftermath dot site ~ formerly: @motherboard @kotaku","2013-02-23T01:36:33.000Z",FALSE,50308,0,1,1
"368",368,"980203468806868996","USSbriefs","USSbriefs","'University Staff & Students' emerged out of 2018's #USSstrike. We tweet about universities. Our focus right now is on Gaza. RTs ≠ endorsements","2018-03-31T22:01:33.000Z",FALSE,9600,0,2,2
"369",369,"1068875149","DrDadabhoy","Ambereen Dadabhoy 🪬","Anglophile, Ottomaniac, Fangirl, and Early mod prof. One of these is not like the other. Retweet is not endorsement.","2013-01-07T17:47:05.000Z",FALSE,10797,0,2,2
"370",370,"1114327130349817857","niruchandra","Nirupama Chandrasekhar","she/her/hers. Grad student at UCSB. Alumni Scholar of @ucsc_omi . Studying culture, religion, arts, tourism and language in Okinawa and Japan.","2019-04-06T00:41:05.000Z",FALSE,317,0,2,2
"371",371,"977752132689580032","KejeraL","ML Kejera","he/him. a The Gambian. Miles Morland Foundation Scholarship Recipient. Commonwealth Short Story Prize shortlistee. Such a Normal guy
alt: @KejriwalMarxist","2018-03-25T03:40:48.000Z",FALSE,2359,0,2,2
"372",372,"30800702","SkatingTomato","(((Alex Holt)))","Just your friendly neighborhood geek/“propogandist.” Baltimore/Maryland correspondent for @ggwash. He/him. Vocal advocacy classist. Tranist. #ActuallyAutistic","2009-04-13T03:47:49.000Z",FALSE,1514,0,2,2
"373",373,"1247989173866225664","laborradionet","The Labor Radio / Podcast Network","Working People's Voices – Broadcasting Worldwide 24 Hours A Day","2020-04-08T20:46:51.000Z",FALSE,3181,0,3,3
"374",374,"755968848248053761","maximillian_alv","Maximillian Alvarez","Editor in Chief @TheRealNews / Cat Dad, Sleepy / Host @WorkingPod / author of The Work of Living (@orbooks) / Art of Class War @BreakingPointsN","2016-07-21T03:33:13.000Z",FALSE,23329,2,2,4
"375",375,"8719302","TheRealNews","The Real News","Independent, viewer-supported news network. No corporate funds or advertising money.","2007-09-07T08:44:21.000Z",FALSE,90231,3,0,3
"376",376,"20880369","mdhhsu","Michael D. H. Hsu","Fmr Regent, University of Minnesota | Bus Dev https://t.co/9uxwraObwE | Advocate for College Athletes and Compliance | https://t.co/TXrYh892Ph Co-Fndr | fmr CFBPA Adv Bd | Opins My Own!","2009-02-14T23:46:02.000Z",FALSE,952,1,0,1
"377",377,"121118692","McCannSportsLaw","Michael McCann","Legal Expert @Sportico. Professor of Law and SELI Director @UNHLaw. Visiting Professor of Law @Harvard_Law. Writer @SInow 2007-20. @Ed_Obannon Author. Attorney.","2010-03-08T13:46:56.000Z",FALSE,71807,1,0,1
"378",378,"838805494550704133","college_c2c","College Connections Center","Providing FREE assistance to help ANY & ALL Missouri students get connected to college (trade school, 2-year, 4-year, tech school, etc.) Summer melt warriors!","2017-03-06T17:36:28.000Z",FALSE,562,0,1,1
"379",379,"83850037","UMKCLaw","UMKC Law","Official Twitter of the UMKC School of Law.","2009-10-20T14:02:35.000Z",FALSE,1937,1,0,1
"380",380,"936145242","stillhere_415","eric.stanley","Atmospheres of Violence @DukePress, Trap Door @MITpress, Captive Genders @AKPressDistro","2012-11-09T05:11:33.000Z",FALSE,9002,0,2,2
"381",381,"1309545777396690945","chloeahmann","Chloe Ahmann","anthropologist @cornell studying industrial pasts and environmental futures // author of futures after progress @uchicagopress // bingo enthusiast","2020-09-25T17:30:28.000Z",FALSE,1241,0,2,2
"382",382,"1309925400081031168","MaxGillmer","Max Gillmer","writer, gardening aficionado, words @nytimes @PublishersWkly @IndieBookView &c.  harvard ‘21 Cornell law ‘27","2020-09-26T18:38:59.000Z",FALSE,230,0,2,2
